kategori,baslik,link,icerik
saglik,Tarım ve Orman Bakanlığı paylaştı! 7 sucuk markası daha ifşa oldu,"https://www.ntv.com.tr/ntvpara/tarim-ve-orman-bakanligi-paylasti7-sucuk-markasi-daha-ifsa-oldu,d7nSCBDn_USv18TldL6IEA","Tarım ve Orman Bakanlığı, gıda güvenliğini tehlikeye atan firmaları bir kez daha kamuoyuyla paylaştı. Güncellenen Taklit ve Tağşiş Yapılan Gıdalar Listesi ile Sağlığı Tehlikeye Düşürecek Gıdalar Listesi yayımlandı. Açıklanan ürünlerde yapılan denetimlerde birçok hileli ve sağlıksız içeriğe rastlandı.Listede dikkat çeken ürünler arasında sucuk ve kıyma harçlarında kanatlı eti ve sakatat, süt ürünlerinde ise bitkisel yağ, nişasta ve natamisin bulunduğu tespit edildi. Özellikle bazı restoranlarda pide ve lahmacun harçlarında da bu tür taklit ve tağşiş işlemlerinin yapıldığı bildirildi.Bazı firmaların ürettiği peynir ve tereyağlarında hayvansal yağ yerine tohum yağı ve nişasta kullanıldığı, çeşitli baharatlarda ise yabancı madde bulunduğu ortaya çıktı.KIRMIZI LİSTEYE YASAKLI BOYA KATKISIBakanlığın güncellediği Sağlığı Tehlikeye Düşürecek Gıdalar Listesi’nde ise kullanımı yasak olan gıda boyası içeren ürünler yer aldı. Özellikle kajun çeşnisi ve sumak ürünlerinde bu tehlikeli katkı maddelerinin kullanıldığı belirlendi.Bakanlık, tüketicilerin bilinçli alışveriş yapmaları ve gıda etiketlerini dikkatle incelemeleri gerektiğini bir kez daha hatırlattı."
saglik,"Kötü koku yayıldı, evinde ölü bulundu","https://www.ntv.com.tr/turkiye/kotu-koku-yayildi-evinde-olu-bulundu,DV9DxQlOhkmzGYst5TWlyw","Burdur'da bir evden kötü kokular gelmesi üzerine komşular polise ihbarda bulundu.İhbar üzerine olay yerine sağlık vepolisekipleri sevk edildi.CESEDİ BULUNDUEve giren ekipler, evde 63 yaşındaki Yüksel Ayten'in cesedini buldu.İncelemelerde Ayten'in hayatını kaybettiği belirlendi.BİR HAFTA ÖNCE HAYATINI KAYBETTİĞİ BELİRLENDİYapılan çalışmalarda Ayten'in yaklaşık bir hafta önce hayatını kaybettiği belirlendi.Savcının incelemesinin ardından Ayten'in cenazesi Burdur Devlet Hastanesi morguna kaldırıldı."
saglik,5 dakika abur cubur reklamı izlemek 130 kalori aldırıyor,"https://www.ntv.com.tr/dunya/5-dakika-abur-cubur-reklami-izlemek-130-kalori-aldiriyor,Fbq1U3VYh0W3PqasCzwOdQ","İngiltere’de yapılan bilimsel bir araştırma, sadece 5 dakika boyunca abur cubur reklamı izleyen çocukların ortalama 130kaloridaha fazla aldığını ortaya koydu.The Guardian gazetesinin aktardığına göre, sonuçları İspanya’nın Málaga kentindeki Avrupa Obezite Kongresi’nde sunulacak olan araştırma, çocukların 5 dakika boyunca yüksek kalorili, abur cubur ve fast food kategorisindeki yiyeceklerin görsellerine maruz kalmasının daha fazla kalori almalarını beraberinde getirdiğini gösterdi.ÇOCUKLARA İKİ FARKLI REKLAM İZLETİLİP YEMEK VERİLDİAraştırma, Merseyside’daki okullarda yaşları 7 ile 15 arasında değişen 240 çocuğun katılımıyla yapıldı. Çocuklara iki farklı oturumda abur cubur reklamları ve gıda ürünlerinin tanıtılmadığı reklamlar gösterildi. Ardından çocuklara meyve ya da çikolata gibi atıştırmalıklar teklif edildi, sonrasında ise tuzlu, tatlı ve sağlıklı ürünlerden oluşan bir öğle yemeği sunuldu.Araştırmacılar, abur cubur reklamlarının ardından çocukların abur cubur yiyerek fazladan 58, öğle yemeğinde ise fazlada 73 kalori aldığını tespit etti.“SONUÇLAR NET BİR MESAJ GÖNDERİYOR”Liverpool Üniversitesi’nden gıda pazarlaması ve çocuk sağlığı profesörü ve araştırmanın başyazarı Emma Boyland, “Bu, yalnızca markanın olduğu gıda reklamlarının çocukların ne yediğini etkilediğini gösteren ilk araştırma” bilgisini verdi.Araştırma sonuçlarına göre, çocuklar gıda reklamlarının hemen ardından daha çok yemekle kalmıyor aynı zamanda öğle yemeğinde de daha fazla gıda tüketiyor.Obezite Sağlık Birliği Direktörü Katharine Jenner da araştırma sonuçlarının “politika yapıcılara net bir mesaj gönderdiğini” belirterek bu mesajı şöyle açıkladı: “Gıda reklamları, çocuklarda aşırı kalori alımına sebep oluyor.”Söz konusu araştırma, İngiltere hükümetinin ekim ayı itibarıyla internette ve saat 21.00 öncesinde televizyonda gösterilen sağlıksız gıda reklamlarına sınırlama getirmeye hazırlandığı günlerde yapıldı."
saglik,ASELSAN'ın ürettiği ani kalp durmalarına müdahale cihazı devreye alındı,"https://www.ntv.com.tr/turkiye/aselsanin-urettigi-ani-kalp-durmalarina-mudahale-cihazi-devreye-alindi,c1WocXJ1P0W9EFkOVLoqoA","Anikalpdurmalarında hastaya elektroşokla müdahale edilerek hayata döndürülmesini sağlayan cihazlar, sınır kapısının farklı noktalarına yerleştirildi.ASELSANHeartline OED cihazlarının yetkili distribütörü Atacan Helvacıoğlu, yılda 3 milyondan fazla yolcunun geçiş yaptığı İpsala Sınır Kapısı'nda önemli bir sağlık adımı atıldığını söyledi.""SANİYELER İÇİNDE MÜDAHALE İMKANI SUNACAK""Helvacıoğlu, ""İpsala UMAT Gümrük ve Turizm İşletmeleri AŞ tarafından sınır kapısına 7 yerli üretim ASELSAN Heartline OED cihazı yerleştirildi. Bu cihazlar, ani kalp durmalarında saniyeler içinde müdahale imkanı sunarak hayat kurtarma potansiyeline sahiptir."" dedi. Cihazların kullanımıyla ilgili personele eğitim verildiğini anlatan Helvacıoğlu, ""Bu sayede İpsala Sınır Kapısı yolcular için çok daha güvenli bir geçiş noktası haline geldi."" diye konuştu."
teknoloji,Teknoloji devi Microsoft'tan İsrail'i sevindirecek haber,"https://www.ntv.com.tr/dunya/teknoloji-devi-microsofttanisraili-sevindirecek-haber,QhByTxsWlE6mm4Vmf1oR-Q","ABD'li teknoloji deviMicrosoft'un,İsrail'e hizmet sağlamasını protesto eden Faslı çalışanı Ibtihal Aboussad'ı işten çıkardığı belirtildi.Şirket tarafından Aboussad'a gönderilen e-postada, şunlar ifade edildi: ""Microsoft AI CEO'su Mustafa Süleyman'ın, şirketin 50. yıl dönümü etkinliğinde yaptığı bir konuşmada binlerce katılımcının bulunduğu canlı bir izleyici kitlesi önünde bağırıp çağırarak ve parmağınızı ona doğrultarak, ayrıca CEO'ya, şirkete ve genel olarak Microsoft'a karşı düşmanca, sebepsiz ve son derece uygunsuz suçlamalarda bulunarak konuşmasını böldünüz.""CEO'nun sakinliğini koruyup konuyu yatıştırmaya çalıştığı, Aboussad'ın ise saldırgan tavırlar sergilediği için dışarı çıkarıldığı belirtildi.E-postada, ""Şirket, sizin uygunsuz davranışınızın ün kazanmak ve bu çok beklenen etkinliğe azami zarar vermek için tasarlandığı sonucuna vardı. Şirketten özür dilememiş olmanız da endişe verici ve aslında eylemlerinizin yol açtığı ve açacağı etki için hiçbir pişmanlık göstermediniz"" denildi.E-postaya göre Kanada'daki şirkette çalışan yazılımcı Aboussad, pazartesi günü işten çıkarıldı.Protestodan önce istifa kararı alan ve 11 Nisan'da işinden ayrılmaya hazırlanan diğer bir yazılım mühendisi Hindistanlı Vaniya Agrawal'ın ise istifasının 7 Nisan Pazartesi günü derhal işleme konulduğu ifade edildi."
teknoloji,Instagram'dan canlı yayın yasağı: 16 yaş altı kullanıcılar için yeni kurallar açıklandı,"https://www.ntv.com.tr/teknoloji/instagramdan-canli-yayin-yasagi-16-yas-alti-kullanicilar-icin-yeni-kurallar-aciklandi,iponkOlkIkCSCe4K4fLP3g","Amerikanteknolojişirketi Meta, Instagram platformundaki ""Teen Accounts'a (Genç Hesapları)"" ilişkin yenilikleri açıkladı.Açıklamada, 16 yaş altı kullanıcıların ebeveyn izni olmadan ""canlı yayın"" özelliğini kullanamayacağı ve özel mesajlarda ""otomatik bulanıklaştırma"" özelliğini kapatamayacağı bildirildi.Ayrıca, ""Teen Accounts"" özelliğinin Facebook ve Messenger'a da genişletileceği kaydedildi.Yeniliklerin birkaç ay içinde ilk olarak ABD, İngiltere, Kanada ve Avustralya'da deneneceği bilgisi de paylaşıldı.Meta çatısı altındakisosyal medyaplatformu Instagram, Eylül 2024'te, çocuk ve gençlerin platformu kullanımını kısıtlayan ve güvenlik tedbirleri içeren ""Teen Accounts (Genç Hesapları)"" uygulamasını tanıtmıştı.URALOĞLU: MEMNUNİYETLE KARŞILIYORUZUlaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, sosyal medya hesabından Meta'nın Instagram için yeni kararını değerlendirdi.Uraloğlu, ""Uzun süredir üzerinde titizlikle çalıştığımız sosyal medya yaş kısıtlaması taslağımızla paralel olarak, Meta’nın Instagram platformunda 16 yaş altı kullanıcıların ebeveyn izni olmadan canlı yayın yapamamasına yönelik aldığı kararı memnuniyetle karşılıyoruz."" dedi.""ÖNEMLİ ADIMLARDIR""Bu kararın Bakanlık olarak yürütülen kapsamlı çalışmaların uluslararası platformlarca dikkate alındığını ve politikaların küresel ölçekte karşılık bulduğunu göstermesi açısından son derece kıymetli olduğuna vurgu yapan Uraloğlu, ""Ebeveyn onayı olmadan canlı yayın yapılamaması ve şüpheli müstehcenlik içeren görsellerin otomatik olarak bulanıklaştırılması, çevrimiçi riskleri en aza indirmeyi hedefleyen çok önemli adımlardır."" açıklamasını yaptı."
teknoloji,TikTok'un satışı yılan hikayesine döndü,"https://www.ntv.com.tr/teknoloji/tiktokun-satisi-yilan-hikayesine-dondu,VQpKefYWwUa0lCEWKWNTbw","TikTok'un ABD'deki varlıklarının elden çıkarılmasını içeren anlaşma,Çin'in ABD Başkanı Donald Trump'ın açıkladığı gümrük vergilerine tepki olarak anlaşmaya onay vermeyeceğine işaret etmesinin ardından askıya alındı.Trump, Cuma günü yaptığı açıklamada Çinli ByteDance şirketine TikTok'un ABD varlıklarını elden çıkarması için verilen süreyi 75 gün uzatmıştı.Ocak 2024'te yürürlüğe giren yasaya göre, ByteDance bu sürenin sona kadar TikTok'u elden çıkaramazsa uygulama ABD'de yasaklanacak.Konuya yakın bir kaynak, anlaşma taslağının çarşamba günü itibarıyla büyük ölçüde tamamlandığını ve TikTok'un ABD operasyonlarının, ülkede kurulacak, çoğunluk hissesi ABD'li yatırımcılara ait olacak yeni bir şirkete devredilmesinin öngörüldüğünü söyledi.Aynı kaynak, satış planının ByteDance, mevcut ve yeni yatırımcılar ile ABD hükümeti tarafından da onaylandığını ifade etti.Ancak ByteDance, cumartesi sabahı yaptığı açıklamada taraflar arasında hâlâ bazı görüş ayrılıklarının sürdüğünü duyurdu."
teknoloji,Ahtapotların cinsiyeti nasıl belirleniyor? 480 milyon yıllık gizem çözüldü,"https://www.ntv.com.tr/teknoloji/ahtapotlarin-cinsiyeti-nasil-belirleniyor-480-milyon-yillik-gizem-cozuldu,dRb6Lg1oZ06E0DGmRJHuVw","Çoğu memelide cinsiyet, X ve Y kromozomlarıyla belirlenirken bazı canlılar için bu durum farklı işliyor. Deniz kaplumbağalarında sıcaklık, bazı balıklarda ise özel genler cinsiyetin belirlenmesinde rol oynuyor. Ancak ahtapotlarda bu sürecin nasıl işlediği bugüne kadar bilinmiyordu.Oregon Üniversitesi'nden bilim insanları, dişi bir Kaliforniya iki benekli ahtapotunun DNA’sını incelerken, genetik materyalin sadece yarısına sahip bir kromozom tespit etti. Bu kromozomun, daha önce incelenen erkek ahtapotlarda bulunmadığı anlaşıldı.Araştırmayı yürüten bilim insanlarından Gabby Coffing, “Bu kromozomun dizileme verilerinin sadece yarısını taşıması, tek bir kopyaya sahip olduğunu gösteriyor. Bu da onun cinsiyet kromozomu olması gerektiğini düşündürdü” dedi.480 MİLYON YILLIK EVRİMSEL MİRASAraştırmacılar, keşiflerini doğrulamak için farklı türlerden ahtapotların genetik verilerini inceledi. Benzer bir kromozomun kalamarlarda ve notiluslarda da bulunduğu ortaya çıktı. Notilusların yaklaşık 480 milyon yıl önce ahtapotlardan ayrıldığı düşünüldüğünde, bu keşif cinsiyetin çok eski bir mekanizma ile belirlendiğini gösteriyor.Araştırmacılar, üreme yetisini doğrudan etkileyen cinsiyet kromozomlarının zaman içinde büyük değişimler geçirdiğini belirtiyor. Ancak kafadanbacaklılar grubuna ait ahtapotlar, notiluslar ve kalamarlar bu süreci milyonlarca yıl önce stabilize etmiş gibi görünüyor.Coffing, ""Kafadanbacaklılar, bilim insanları için zaten oldukça ilginç canlılar. Özellikle sinirbilim alanında birçok yeni keşif yapıyoruz. Şimdi ise onların çok eski cinsiyet kromozomlarına sahip olduğunu öğrendik"" dedi.SİSTEMİN NASIL İŞLEDİĞİ GİZEMİNİ KORUYORAhtapotların cinsiyetinin kromozomlarla belirlendiği netleşmiş olsa da sistemin tam olarak nasıl çalıştığı henüz bilinmiyor. İnsanlarda erkekler XY, kadınlar ise XX kromozomlarını taşırken; bazı kuşlar ve kelebeklerde ZZ erkekleri, ZW ise dişileri temsil ediyor.Biliminsanları ahtapotların da ZZ-ZW sistemine sahip olabileceğini düşünüyor. Ancak şu ana kadar W kromozomu keşfedilemedi. Araştırmacılar, dişi ahtapotların sadece tek bir cinsiyet kromozomu taşıyor olabileceğini değerlendiriyor.Bu keşif, sadece ahtapotların biyolojisini anlamakla kalmayıp, cinsiyetin nasıl evrimleştiği konusunda da önemli ipuçları sunuyor. Gelecek araştırmalar, bu sistemin tam olarak nasıl işlediğini ortaya çıkarmayı hedefliyor."
teknoloji,Küresel sıcaklıklar Ocak ayında rekor kırdı,"https://www.ntv.com.tr/dunya/kuresel-sicakliklar-ocak-ayinda-rekor-kirdi,GskmJqMJ_UW1SVX49W6gZg","Biliminsanları dünyanın kayıtlara geçen en sıcak Ocak ayını yaşadığını açıkladı. Bu sıcaklık, iklim araştırmacıları için bir sürpriz oldu.Çünkü bu durum, normalde gezegenin ortalama sıcaklığını en azından geçici olarak düşürmesi beklenen Pasifik Okyanusu'ndaki La Nina etkisi sırasında meydana geldi.Dünyayüzeyi son iki yıldır o kadar sıcak ki, bilim insanları yalnızca karbon emisyonlarının açıklayabileceğinden daha fazla sıcaklık artışına neden olabilecek gezegenin kimyasında başka bir şeyin değişmiş olup olmadığını araştırıyor.EL-NINO VE LA-NINAKömür, gaz ve petrol yakmanın yan ürünü olan bu emisyonlar, 2023 ve 2024 yıllarında rekor seviyelere ulaşan küresel ısınmanın ana tetikleyicisi olmaya devam ediyor.La Nina nedeniyle bilim insanları, bu yılın bir önceki iki yıla kıyasla biraz daha serin geçmesini bekliyordu.Önceki iki yıl, tam tersi bir hava olayı olan El Nino'nun etkisi altındaydı.Doğu tropikal Pasifik'teki sular, El Nino ve La Nina koşulları arasında gidip gelerek okyanus ile hava arasındaki ısı dengesini değiştirerek dünya çapında hava koşullarını etkiliyor.2025 DAHA MI SICAK OLACAK?Ancak küresel sıcaklıkları etkileyen birçok başka faktör de var. ABD Ulusal Okyanus ve Atmosfer Dairesi'nden (NOAA) iklim bilimci Russell Vose, şu anda 2025’in kayıtlara geçen en sıcak yıl olma ihtimalinin yüksek olmadığını belirtti.Ancak geçen yılın aynı döneminde, bilim insanları 2024 hakkında da aynı şeyi söylüyordu ve yanıldılar.ALASKA VE SİBİRYA GİBİ BÖLGELERDE OLAĞANÜSTÜ SICAKLIKAvrupa Birliği'nin iklim izleme ajansı Copernicus’a göre, geçen ay Kanada’nın kuzeyi, Alaska, Sibirya, Avustralya’nın bazı bölgeleri ve Antarktika olağanüstü sıcak geçti.Hudson Körfezi ve Labrador Denizi üzerindeki anormal derecede yüksek sıcaklıklar, Arktik deniz buzunun Ocak ayında şimdiye kadar kaydedilen en düşük seviyeye düşmesine neden oldu."
teknoloji,NASA'dan Kaliforniya için kritik uyarı: Hızla kayıyor!,"https://www.ntv.com.tr/teknoloji/nasadan-kaliforniya-icin-kritik-uyari-hizla-kayiyor,o4-nL3pb2kuOJfy6m9K5SA","NASA'ya göre, Güney Kaliforniya’daki bir kıyı topluluğu hızla aşağı doğru kayıyor ve Pasifik Okyanusu'na yaklaşıyor.Palos Verdes Yarımadası, onlarca yıldır devam eden toprak kaymalarıyla ünlü.Ancak radar görüntüleri, Los Angeles County’de bulunan bu topluluğun yavaş hareket eden bir heyelan yaşadığını ortaya çıkardı.ORTALAMA 10 CM'LİK HAREKETNASA'nın Jet Propulsion Laboratory (JPL) ekibi, 18 Eylül - 17 Ekim 2024 tarihleri arasında haftada ortalama 10 cm’lik bir hareket olduğunu tespit etti.Heyelan genişledi ve geçtiğimiz yaz hızlandı, bu dabiliminsanlarının dikkatini çekti. DAHA ÖNCE HAREKET ETMEYEN BÖLGELER DE ETKİLENDİNASA'nın JPL'de görev yapan toprak kayması bilimcisi Alexander Handwerger, ABC News’e yaptığı açıklamada, daha önce hareket etmeyen bölgelerin de etkilenmeye başladığını belirtti.Bu hareketin en büyük nedeni 2023’te Güney Kaliforniya’da yaşanan rekor yağışlar ve 2024’ün başındaki yoğun yağışlar olarak görülüyor.Ancak son veriler, heyelanın hızının azaldığını gösteriyor. Handwerger, önceki radar görüntülerinde hareketin daha hızlı olduğunu, ancak son dönemde hafif bir yavaşlama gözlemlendiğini söyledi.Önceden hareket ettiği bilinen bölgelere çok az altyapı inşa edilmişti veya hiç inşa edilmemişti. Ancak şu anki heyelan yüzlerce mevcut binayı etkiliyor.""HAREKET HIZI YÜKSEK""""Hareket hızı, insan hayatını ve altyapıyı riske atmaya yetecek kadar yüksek."" diyen Handwerger, heyelan tehlikesinin ciddiyetine dikkat çekti.NASA'ya göre, yarımadanın bazı bölümleri en az altmış yıldır hareket eden antik toprak kayması kompleksinin bir parçası. Yarımada, Los Angeles’ın hemen güneyinde Pasifik Okyanusu’na doğru uzanıyor.ÜÇ BOYUTLU OLARAK ÖLÇÜLDÜBiliminsanları, havadan radar görüntülerini dört farklı zaman diliminde karşılaştırarak heyelan hareketini üç boyutlu olarak ölçtü.Handwerger, bu yöntemin bilim insanlarına heyelanın zaman içindeki hareketini daha iyi anlamalarını sağladığını belirtti.Bu bölge, heyelan tehdidi nedeniyle uzun süredir bilimsel araştırmaların odak noktası.NASA, yaklaşan ""Heyelan ve İklim Değişikliği Deneyi"" projesinde, aşırı yağış ve kuraklık dönemlerinin heyelanları nasıl etkilediğini incelemek için havadan radar teknolojisini kullanacak."
teknoloji,"Google'de Trump izleri! ""Eşitlik"" ilkesi rafa kaldırılıyor, işe alım süreci değişiyor","https://www.ntv.com.tr/ntvpara/googlede-trump-izleri-esitlik-ilkesirafakaldiriliyor-ise-alim-sureci-degisiyor,gQYaBwFvfEy4DrRTJgXYAg","Google, işe alım süreçlerinde yeni düzenlemelere gideceğini duyurdu.Google'ın çalışanlarına gönderdiği yıllık raporda, 2021'den 2024'e kadarki dönemde yer alan ""Çeşitliliği, eşitliği ve kapsayıcılığı yaptığımız her şeyin bir parçası haline getirmeye ve hizmet verdiğimiz kullanıcıları temsil eden bir iş gücü oluşturmaya kararlıyız."" maddesinin olmaması dikkati çekti.Bu arada, CNBC'nin ulaştığı Google'ın çalışanlarına yönelik bilgi notunda, hükümetin bu konudaki kararnameleri doğrultusunda şirketin işe alım programlarına yeni düzenlemeler getireceği belirtildi.Sosyal medya platformları Facebook ve Instagram'ın sahibi olan, merkezi ABD'de bulunan Meta şirketi de işe alımlarda, DEI programı uygulamalarına son vereceğini duyurmuştu.DEI PROGRAMI NEDİR?""Çeşitlilik, eşitlik ve kapsayıcılık"" adı altında yürütülen DEI programı çerçevesinde, özellikle iş yerlerinde ve okullarda daha ""adil ve eşit"" bir ortam oluşturmak için çalışmalar yürütülmüştü.Öte yandan, DEI, son yıllarda ""siyasileştiği ve kendi ideolojisini dikte ettiği"" gerekçesiyle eleştiriliyor.Trump'ın 20 Ocak'ta göreve gelmesinin ardından, ""Hükümetin radikal ve savurgan DEI programlarına ve ayrıcalıklarına son verilmesi"" başlıklı kararnameyi imzalamış, ardından programın yürürlükten kaldırılmasına yönelik çalışmalar başlamıştı."
teknoloji,Apple gerçekliği genişletiyor: Etrafı algılayan gözlük 2026'da geliyor,"https://www.ntv.com.tr/teknoloji/apple-gercekligi-genisletiyor-etrafi-algilayan-gozluk-2026da-geliyor,PLhsmGlLy0m0W9emdMdJoQ","Bloomberg’in haberine göreApple, çevresini algılayabilen sensörlerle donatılmış bir akıllıgözlükgeliştirme sürecinde.Şirketin ürünü, piyasadaki en büyük rakiplerinden biri olan Meta’nın Ray-Ban işbirliğiyle ürettiği gözlüklerle doğrudan rekabet edecek gibi görünüyor.Meta’nın akıllı gözlüklerinde kamera, mikrofon, hoparlör ve yapay zekâ destekli sesli asistanla etkileşim özellikleri bulunuyor. Apple’ın gözlüğü ise, AirPods’larda olduğu gibi Siri ile iletişimi mümkün kılacak bir mikrofonun yanı sıra, cihazın çevresini algılayabilmesini sağlayacak bir veya daha fazla kamerayla donatılacak.Öte yandan, Apple’ın kamera içeren yeni bir AirPods modeli üzerinde de çalıştığına dair söylentiler bulunuyor. Ancak bu ürünün piyasaya sürülüp sürülmeyeceği ve kameranın ne amaçla kullanılacağı şu aşamada net değil.Apple, geçtiğimiz yıl Vision Pro adlı artırılmış gerçeklik başlığını tanıtmış ve bu cihazla sanal ortamları fiziksel dünyayla birleştirme vizyonunu ortaya koymuştu. Ancak Vision Pro’nun ağır yapısı, kullanıcı deneyimi açısından bazı sınırlamalar barındırıyor. Yeni akıllı gözlük projesi, Apple’ın daha hafif ve gündelik kullanıma uygun artırılmış gerçeklik çözümlerine yöneldiğini gösteriyor.Şirket, artırılmış gerçekliğin sanal gerçeklikten daha büyük potansiyele sahip olduğuna inanıyor ve Vision Pro’nun temel amacının kullanıcıları dış dünyayla bağ kurmaya teşvik etmek olduğunu vurguluyor.Apple cephesinden resmi bir açıklama yapılmazken,teknolojidünyası gözünü 2026’ya ve Apple’ın bu alandaki potansiyel devrim niteliğindeki hamlesine çevirmiş durumda."
teknoloji,"Bakan Kacır: ""Sanayi ve Teknoloji Kolejleri kuracağız""","https://www.ntv.com.tr/ntvpara/bakan-kacir-sanayi-ve-teknoloji-kolejleri-kuracagiz,zVefINOiSESYWiG72OCHTg","Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, Pendik Yetkinlik Geliştirme ve İstihdam Merkezi'nin (YETGİM) açılış töreninde konuştu.Kacır, sanayi ve hizmet sektörlerinin ihtiyaç duyduğu niteliklerle donatılmış bireyler yetiştirmeyi hedefledikleri bu merkezin, eğitimle istihdam arasında köprü kurarak gençlere yeni fırsatlar sunacağına ve işletmelere yetkin iş gücü kazandıracağına inandığını söyledi.Bugün hızla değişen küresel dinamiklerin ülkeleri ekonomik, siyasi, teknolojik ve sosyal alanlarda köklü değişimlere zorladığını belirten Kacır, bu süreçte rekabet gücünü korumak ve sürdürülebilir kalkınmayı sağlamak için çağın gereklerine uygun politikalar geliştirmenin kaçınılmaz hale geldiğine dikkati çekti.""Cumhurbaşkanımızın liderliğinde son 22 yılda, üretimi ve teknoloji geliştirmeyi önceleyen yaklaşımla ülkemizi asra bedel kalkınma hamleleriyle buluşturduk."" diyen Kacır, şunları kaydetti:""Yurdun dört bir yanını ulaştırmadan sağlığa, turizmden ticarete, teknolojiden savunma sanayiine, güvenlikten tarıma kadar her alanda eserlerle, hizmetlerle adeta ilmek ilmek dokuduk. Adeta sıfırdan inşa ettiğimiz araştırma ve inovasyon ekosistemizle, altyapısı güçlü planlı sanayi alanlarımızla ve girişimcilik kültürü ve nitelikli insan kaynağıyla Türkiye’yi küresel üretim ve teknoloji geliştirme üssü hâline getirdik. Mevcut iş gücümüzün ve gençlerimizin geleceğin yetkinlikleriyle buluşmasını Türkiye Yüzyılı'nda ülkemizi muasır medeniyetler seviyesinin de üzerine taşımanın anahtarı olarak görüyoruz.""Türkiye'nin sahip olduğu genç ve dinamik nüfusu yalnızca istatistiksel bir güç olarak değil, potansiyeli açığa çıkarılması gereken bir kalkınma kaldıracı olarak değerlendirdiklerini ifade eden Bakan Kacır, bu anlayışla, 10 model fabrikada, yalın üretim, dijital dönüşüm, ürün geliştirme ve enerji verimliliği başlıklarında, çalışanların bilgi ve becerileri artırdıklarını söyledi.""NİTELİKLİ İŞ GÜCÜ YETİŞTİRME VİZYONUMUZUN BİR PARÇASI""İstanbul ve Kocaeli’de açtıkları 42 yazılım okullarında kendi kendine öğrenme esasıyla, gençlere ücretsiz yazılım eğitimi verilip iş olanakları sunulduğuna işaret eden Kacır, ""Organize Sanayi Bölgeleri bünyesinde kurduğumuz 85 meslek lisesi 23 meslek yüksek okuluyla, sanayicimizin ihtiyaç duyduğu alanlarda, nitelikli teknik elemanları yetiştiriyoruz. Kalkınma Ajanslarımız aracılığıyla mesleki ve teknik eğitim alanında 623 projeye bugüne kadar 2,6 milyar lira destek sağladık."" dedi.""Bugün açılışı için bir arada geldiğimiz Pendik Yetkinlik Geliştirme ve İstihdam Merkezi de sanayi ve hizmet sektörlerinde nitelikli işgücü yetiştirme ve istihdamı artırma vizyonumuzun bir parçasıdır."" ifadesini kullanan Kacır şöyle devam etti:""İstanbul Kalkınma Ajansımızın 63 milyon lira desteğiyle hayata geçirilen merkezimizde 5 sınıf ve 2 atölye bulunuyor. Merkezimizde sunduğumuz eğitim altyapısıyla; otomasyon, kalite kontrol, endüstriyel yazılım, makine ve bilgisayar teknolojileri ile yalın mühendislik gibi geleceğin üretim ekosisteminde kilit rol oynayan alanlarda gençlerimizin yetkinlik kazanmasını sağlıyoruz. Şu ana kadar 276 gencimizin eğitim aldığı proje kapsamında ilk fazda 1500 gencimize eğitim vermeyi ve gençlerimizi istihdama kazandırmayı hedefliyoruz. ""Kacır, Sanayi ve Teknoloji Bakanlığı olarak Türkiye Yüzyılı'nda Türkiye'yi küresel arenada hak ettiği konuma taşımak adına insan kaynağını güçlendirecek adımlar atmaya kararlılıkla devam edeceklerini vurgulayarak şunları kaydetti:""2030 Sanayi ve Teknoloji Strateji Belgesi, Cumhurbaşkanımız tarafından 26 Mart’ta ilan edildi. Strateji belgemizde; sanayi üretiminde ve teknolojide tam bağımsızlık hedefimizi ve Türkiye’yi yüksek teknolojili ürünlerin imalatında ve ihracatında küresel ölçekte lider konuma taşıma vizyonumuzu ortaya koyduk. Strateji Belgemiz doğrultusunda gerçekleştireceğimiz program ve projelerle; eğitim modeli, üretim ve eğitim paydaşlarının desteğiyle şekillendirilecek, sanayinin ihtiyaç duyduğu nitelikli iş gücünün yetiştirilmesine olanak sağlayacak Sanayi ve Teknoloji Kolejleri kuracağız.""Kacır, ""Sektörel yetkinlik haritaları oluşturarak her ilin ve bölgenin öncelikli sektörlerine göre özelleştirilmiş eğitim programları geliştireceğiz. Dijital beceri eğitim programları ve yaşam boyu öğrenme fırsatlarıyla, beşerî sermayenin dijital yetkinliklerini sürekli olarak güçlendireceğiz. Üniversite-sanayi iş birliğini daha kurumsal hale getirecek, AR-GE merkezleri, teknoparklar ve sanayi kuruluşları arasında bilgi ve insan kaynağı akışını teşvik edeceğiz."" dedi.Bakan Kacır, konuşmanın ardından YETGİM'i gezerek yetkililerden bilgi aldı.Programa Bakan Kacır'ın yanı sıra AK Parti İstanbul Milletvekili Behiye Eker, Pendik Belediye Başkanı Ahmet Cin, Pendik Kaymakamı Mehmet Yıldız, İstanbul Kalkınma Ajansı (İSTKA) Genel Sekreteri Ziya Taşkent ile vatandaşlar katıldı."
