kategori,baslik,link,icerik
eğitim,12 yıllık zorunlu eğitim değişecek mi? Bakan Tekin'den 12 yıllık zorunlu eğitim açıklaması,https://www.haberturk.com/bakan-tekin-den-12-yillik-zorunlu-egitim-aciklamasi-3790936,"Milli Eğitim Bakanı Yusuf Tekin, AK Parti grup toplantısı öncesi açıklamalarda bulundu. Bakan Tekin, 12 yıllık zorunlu eğitimde değişiklik iddialarına yanıt veren Bakan Tekin, ""Yıl sonunda biz bu tartışmaları kendi içimizde de değerlendiririz ve bir karara varırız. Şu anda dediğim gibi izliyoruz. Bu konuyla ilgili Bakanlığımız bünyesinde her bir genel müdürlükte değerlendirme başkanlıkları var, onlar kamuoyundaki tartışmaları izleyip gerekli çözümleri üretmekle görevliler. Onlar da takip ediyorlar çalışmaları"" şeklinde konuştu. İş dünyasının ara eleman bulmakta sıkıntı çektiğini ve bunu ilettiklerini söyleyen Bakan Tekin, ""Bizim açımızdan sorun yok ancak sahada bu konuda rahatsızlıklarını dile getiren iş dünyası gibi bazı kesimler var. Ara eleman temini noktasında güçlük çektiklerini söylüyorlar ama biz bakanlık olarak halihazırda böyle bir çalışmanın içerisinde değiliz. Biz sadece izliyoruz bu tartışmaları"" dedi. Bakan Tekin, ayrıca, ""12 yıllık zorunlu eğitimle ilgili uluslararası raporlarda bazı olumsuzlukların ortaya çıktığı konuşuluyor, biz de izliyoruz"" ifadelerini kullandı."
eğitim,Rehberlik dersi ortaokulun tüm kademelerinde verilecek,https://www.haberturk.com/rehberlik-dersi-ortaokulun-tum-kademelerinde-verilecek-haberler-3790924,"Bakanlık yetkililerinden alınan bilgiye göre, ""İlköğretim Kurumları (İlkokul ve Ortaokul) Haftalık Ders Çizelgesi""nde değişikliğe gidildi. Bu kapsamda mevcut haftalık ders çizelgesinde ""zorunlu dersler"" bölümünde yer alan ve sadece 8. sınıfta haftalık 1 ders saati olarak verilen ""Rehberlik ve Kariyer Planlama"" dersinin ismi ""Rehberlik ve Yönlendirme"" olarak değiştirildi. ""Rehberlik ve Yönlendirme"" dersi, gelecek eğitim öğretim yılından itibaren ortaokul 5, 6, 7. ve 8. sınıf seviyelerinde haftalık 1 ders saati verilmek üzere güncellendi. MEB, yapılan değişiklikle öğrencilerin sadece akademik başarılarını değil, aynı zamanda kişisel, sosyal ve duygusal gelişimlerini de destekleyerek onların geleceğe daha bilinçli ve donanımlı bir şekilde hazırlanmalarına, kendilerini tanımalarına, potansiyellerini keşfetmelerine ve doğru kararlar almalarına yardım ederek, sağlıklı ve mutlu bireyler olarak yetişmelerine katkı sağlamayı amaçlıyor. ""İlköğretim Kurumları (İlkokul ve Ortaokul) Haftalık Ders Çizelgesi""nde yapılan değişiklikler, 2025-2026 eğitim öğretim yılından itibaren uygulanacak."
eğitim,Akademi Giriş Sınavı başvuruları başladı,https://www.haberturk.com/akademi-giris-sinavi-basvurulari-basladi-3789342,"Bakan Tekin, konuya ilişkin sosyal medya hesabından yaptığı paylaşımda, şunları kaydetti: ""Türkiye Yüzyılı'nın mimarları, yarının umut ışıkları olacak öğretmen adaylarımız, Türkiye Yüzyılı'nın eğitim neferlerini yetiştirecek Milli Eğitim Akademisi için bu yıl ilk kez uygulanacak Akademi Giriş Sınavı başvuruları bugün itibarıyla başlamıştır. Tüm öğretmen adaylarımız başvurularını 8-20 Mayıs tarihleri arasında ÖSYM Başvuru Merkezleri, 'https://ais.osym.gov.tr' adresi veya ÖSYM Aday İşlemleri Mobil Uygulaması üzerinden gerçekleştirebilir. Geç başvuru tarihi ise 28 Mayıs olarak belirlenmiştir. Eğitim sistemimizin niteliğini artırmak, mesleki yeterliliği yüksek, donanımlı öğretmenler yetiştirmek amacıyla kurduğumuz Milli Eğitim Akademisi, Türkiye'nin geleceğine yön verecek nice öğretmenlerimizin yetişmesine katkı sunacaktır. Tüm adaylarımıza şimdiden başarılar diliyor, bu sürecin hayırlı olmasını temenni ediyorum."""
eğitim,Sözlüye girecek öğretmen adayları açıklandı,https://www.haberturk.com/son-dakika-sozluye-girecek-ogretmen-adaylari-aciklandi-3789125,"Milli Eğitim Bakanlığınca, 15 bin sözleşmeli öğretmen ataması kapsamında sözlü sınava girmeye hak kazanan adaylar açıklandı. Sözleşmeli öğretmenliğe atanmak üzere ilan edilen alanlardaki kadrolara başvuran ve başvuruları onaylananlardan, her alan için KPSS puan üstünlüğüne göre belirlenen kontenjan sayısının üç katı aday sözlü sınava alınacak. Milli Eğitim Bakanlığı, 15 bin sözleşmeli öğretmen alımı için başvuru sürecini tamamlamış, başvurular 21 Nisan - 5 Mayıs 2025 tarihleri arasında alınmıştı. Bu kapsamda sözlü sınava girmeye hak kazanan adayların sınav merkezi ile tarihi, Bakanlıkça daha sonra duyurulacak. Tercih başvurusu ile atama ve göreve başlamaya ilişkin açıklamalar ise sözlü sınavların tamamlanmasıyla sonuçların ilanından sonra duyurulacak."
eğitim,ÖSYM Başkanı Ersoy'dan bu yıl bir kez daha yapılacak YDS'ye ilişkin açıklama,https://www.haberturk.com/osym-baskani-ersoy-dan-bu-yil-bir-kez-daha-yapilacak-yds-ye-iliskin-aciklama-3788960,"ÖSYM Başkanı Ersoy, KDK'nın başvuru üzerine ÖSYM'ye verdiği tavsiye kararının ardından bu yıl bir kez de temmuzda yapılması kararı alınan YDS'ye ilişkin açıklamalarda bulundu. e-YDS uygulamasına başvurusunu yapamayan ve haziran ayı içerisinde sınav yapılmasını talep eden bir adayın KDK'ya başvurusu üzerine alınan tavsiye kararının incelendiğini, teknik olarak bir mahsuru olmadığının anlaşıldığını belirten Prof. Dr. Ersoy, şu ifadelere yer verdi: ""Tavsiye kararı daha da genişletilmiş, sınırlı sayıda kontenjanı olan e-YDS yerine, her ilde uygulanan ve kontenjan sınırı olmayan kağıt tabanlı dil sınavı yapılmasına karar verilmiştir. Alınan karar gereği sınav takvimine eklenen 2025-YDS/İngilizce, 5 Temmuz 2025 Pazar günü uygulanacaktır."" Başvuruların 20 Mayıs'ta başlayacağı sınavın kapsamı sadece İngilizce olacak."
eğitim,İmamoğlu'nun diploması veri tabanından silindi,https://www.haberturk.com/ekrem-imamoglu-nun-diplomasi-veri-tabanindan-silindi-3788688,"İstanbul Üniversitesi tarafından, 18 Mart'ta, İstanbul Büyükşehir Belediye (İBB) Başkanı Ekrem İmamoğlu'nun diplomasının iptal edilmesinin ardından önemli bir gelişme daha yaşandı. Edinilen bilgiye göre üniversite tarafından, İmamoğlu'nun diploma bilgisi de üniversitenin veri tabanından silindi. İmamoğlu'nun diplomasının e-devletinden görülmediği öğrenildi. İmamoğlu'nun avukatı Mehmet Pehlivan sosyal medya hesabından yaptığı açıklamada şu bilgileri verdi: ""Müvekkilim Ekrem İmamoğlu’nun 31 yıl önce hukuka uygun olarak aldığı üniversite diploması, hukuk devleti ilkelerine açıkça aykırı biçimde ve idari yetkinin kötüye kullanılmasıyla 18 Mart 2025 tarihinde iptal edilmiştir. Tüm evrensel hukuk ilkelerine, Anayasa’ya ve idare hukukuna aykırı olan bu işlemin iptali için bugün, 6 Mayıs 2025 tarihinde İstanbul İdare Mahkemesi’nde davamızı açmış bulunuyoruz. Bilindiği üzere 6 Mayıs, Türkiye tarihinde demokrasi, hukuk ve tam bağımsızlık idealleri için mücadele edenlerin sembol günüdür. Ekrem İmamoğlu’nun 2019’da kazandığı İstanbul seçimlerinin haksız ve hukuksuz iptali de yine bir 6 Mayıs gününde yaşanmıştır. Tam da bu nedenle, hukuksuzluklara karşı verilen demokrasi, adalet ve bağımsızlık mücadelesinin simgesi olan 6 Mayıs tarihinde davamızı açmayı anlamlı ve önemli bulduk."
eğitim,Öğretmenlerin il içi isteğe bağlı yer değiştirme başvuruları ne zaman?,https://www.haberturk.com/ogretmenlerin-il-ici-istege-bagli-yer-degistirme-basvurulari-ne-zaman-3788771,"Milli Eğitim Bakanlığı'ndan yapılan açıklamaya göre, kadrolu öğretmenlerin il içi isteğe bağlı yer değiştirmeleri için yapacakları başvurular 12-16 Mayıs tarihleri arasında alınacak. Atamalar ise 20 Mayıs'ta gerçekleştirilecek. Bu yıl ilk kez devreye alınacak uygulamada, tercihine yerleşemeyen öğretmenlerden, ilk iki tercihinde yer alan eğitim kurumlarında boş norm kadro oluşması durumunda atanmak üzere sıra kaydı oluşturulacak ve bu kayda göre 18 Haziran ve 11 Ağustos tarihlerinde atamalar gerçekleşecek. Bu kapsamda başvuruda bulunacak öğretmenlerin, halen görev yaptıkları eğitim kurumunda 30 Eylül'den itibaren en az üç yıllık çalışma süresini tamamlamış olmaları gerekiyor. Ayrıca, sözleşmeli öğretmen olarak atanıp daha sonra kadroya geçen öğretmenler için, 30 Eylül itibarıyla sözleşmeli ve kadrolu olarak toplamda en az dört yıllık hizmet süresini tamamlamış olma şartı aranacak. *Haberin görselleri AA tarafından servis edilmiştir."
eğitim,Doğa & BİLGİ Kitap Fuarı 5-7 Mayıs’ta santralistanbul Kampüsünde kapılarını açıyor,https://www.haberturk.com/doga-bilgi-kitap-fuari-5-7-mayista-santralistanbul-kampusunde-kapilarini-aciyor-3787712,"Türkiye’nin önde gelen yayınevlerinin, edebiyat dünyasının tanınmış yazarlarının ve binlerce kitapseverin bir araya geleceği bu fuar, kültür-sanat takviminde özel bir yer edinmeye hazırlanıyor. Üç gün sürecek bu büyük organizasyon; söyleşiler, imza günleri, yazar-okur buluşmaları ve özel etkinliklerle edebiyat dünyasına çok yönlü bir pencere açacak. Doğa & BİLGİ Kitap Fuarı’na çağdaş edebiyatın önemli isimleri katılıyor. Latife Tekin, Buket Uzuner, Yekta Kopan, Figen Şakacı, Tolga Gümüşay ve Bedia Ceylan Güzelce, okurlarıyla buluşarak edebiyata, yazarlığa ve yaratıcılığa dair ilham veren söyleşilere konuk oluyor. Etkinlik, yazarların üretim süreçlerini doğrudan paylaşma fırsatı sunarak edebiyat severleri daha derinlikli bir kültürel deneyime davet ediyor. Etkinliğe Doğa Koleji ve İstanbul Bilgi Üniversitesi öğrencileri de aktif katılım göstererek, kültürel gelişimlerini doğrudan destekleyecek deneyimler yaşayacaklar. Kitaplarla birebir temas kurma, yazarlardan ilham alma ve edebiyat dünyasının dinamiklerini yerinde gözlemleme fırsatı sunan fuar, Doğa Koleji ve İstanbul Bilgi Üniversitesinin kültür temelli eğitim anlayışının sahaya yansıyan bir örneği olacak."
eğitim,ALES sonuçları açıklandı,https://www.haberturk.com/ales-sonuclari-aciklandi-3787610,"ÖSYM'nin internet sitesinde yer alan duyuruya göre, 13 Nisan'da uygulanan 2025-ALES/1'in değerlendirme işlemleri tamamlandı. Adaylar, sınav sonuçlarına, ÖSYM'nin ""https://sonuc.osym.gov.tr"" adresinden, vatandaşlık numaraları ve aday şifreleriyle erişebilecek."
eğitim,"40 yıl sonra üniversiteye dönüp 72 yaşında ""doktor"" ünvanı aldı",https://www.haberturk.com/40-yil-sonra-universiteye-donup-72-yasinda-doktor-unvani-aldi-3787327,"Akhisar'da 1953 yılında dünyaya gelen Ümmühan Tibet, 1975'te Ege Üniversitesi Kimya Mühendisliği Bölümünden mezun oldu. Tariş Zeytin ve Zeytinyağı Birliğinde çalışmaya başlayan Tibet, 2014-2021 yıllarında Ulusal Zeytin ve Zeytinyağı Konseyinin (UZZK) başkanlığını yürüttü. Sektördeki çalışmalarını lisansüstü eğitimiyle taçlandırmak isteyen Tibet, 2015te Manisa Celal Bayar Üniversitesinde gıda mühendisliği bölümünde yüksek lisans eğitimine başladı. Ardından aynı bölümde doktora eğitimini tamamladı. Tibet için üniversitede cübbe giydirme töreni düzenlendi. Törende konuşan Rektör Prof. Dr. Rana Kibar, ""Bizler için çok güzel bir başarı hikayesi"" dedi. Ümmühan Tibet de ailesinde ve doğduğu köyde okuyan ilk kız çocuğu olmanın gururunu yaşadığını ifade ederek, çocukluğunun zeytin bahçelerinde, çalışma hayatının da zeytin ve zeytinyağı sektöründe geçtiğini söyledi. Tibet, yüksek lisans ve doktorasını da bu sektöre katkı sağlamak amacıyla yaptığını belirtti."
eğitim,Bakan Tekin: Mülakat mekanizması tamamen kalkıyor,https://www.haberturk.com/bakan-tekin-mulakat-mekanizmasi-tamamen-kalkiyor-3787227,"Milli Eğitim Bakanı Yusuf Tekin, TRT Haber canlı yayınında, eğitim gündemine ilişkin soruları yanıtladı. Bugün 1381 engelli öğretmen atamasının yapıldığını hatırlatan Tekin, atamaların hayırlı olmasını diledi. Bu yıl yapılacak öğretmen atamasındaki branş dağılımına ilişkin soru üzerine Tekin, Bakanlığın büyük bir teşkilat olduğunu, bu kapsamda öğretmenlerin hangi il ve ilçede olacağının ve ne kadar ders verecekleriyle ilgili hesaplama mekanizmalarının olduğunu söyledi. Tamamen bilimsel usullere göre bir öğretmenin maaş karşılığı okutmakla mükellef olduğu haftalık ders saati üzerinden hesap yaptıklarını belirten Tekin, bunu, öğretmenin okuldaki derslerinin saati ile hesap ettiklerini aktardı. Tekin, şunları ifade etti: ""Diyelim ki bir okulda matematik dersi var. 100 saat ders okutulacak. 100 saati okutmak için bizim kaç öğretmene ihtiyacımız var, onu hesaplıyoruz. Hesap ettikten sonra, bu okul bazlı hesap, ilçe bazlı, il bazlı ve ülke bazlı hesap... Nihayetinde bakanlığa gelen, taşradan gelen verilerden hareketle objektif bir hesaplamamız var. Biz diyoruz ki şu kadar saat matematik dersi okutuyoruz ülke genelinde ve şu kadar öğretmene ihtiyacımız var bu ders için. Bu bizim norm hesabımız ve branş bazlı olarak bu hesapları Personel Genel Müdürlüğümüz raporlaştırır."
eğitim,THE'nin 2025 Asya en iyi üniversiteler sıralamasında 4 Türk üniversitesi ilk 100'e girdi,https://www.haberturk.com/the-nin-2025-asya-en-iyi-universiteler-siralamasinda-4-turk-universitesi-ilk-100-e-girdi-3786783,"Uluslararası yükseköğretim derecelendirme kuruluşu Times Higher Education'ın (THE) 2025 yılı Asya en iyi üniversiteler sıralamasında 4 Türk üniversitesi ilk 100'e girdi. Yükseköğretim Kurulundan (YÖK) yapılan açıklamaya göre, 35 ülke ve bölgeden toplam 853 üniversitenin araştırma, öğretim, bilgi transferi ve uluslararası görünümleri 18 farklı kategoride değerlendirilerek oluşturulan THE'nin 2025 Asya en iyi üniversiteler sıralaması yayımlandı. Buna göre, 4 Türk üniversitesinin ilk 100'e girmeyi başardığı sıralamada, Orta Doğu Teknik Üniversitesi (ODTÜ) 72, Sabancı Üniversitesi 74, Koç Üniversitesi 79, İstanbul Teknik Üniversitesi (İTÜ) ise 97. sırada yer aldı. Boğaziçi Üniversitesi 123, Bilkent Üniversitesi 158. olarak ilk 200'e girerken, Türkiye'den 6 üniversite ilk 200'de kendine yer buldu. Ayrıca 27 Türk üniversitesi, sıralamada ilk 500'e girme başarısı gösterdi. Sıralamada ilk 500'e giren diğer Türk üniversitelerinden Hacettepe, Özyeğin ve Yıldız Teknik üniversiteleri 201-250 bandında, Bahçeşehir ve Kadir Has üniversiteleri 251-300 bandında, Çankaya ve Selçuk üniversiteleri 301-350 bandında, Akdeniz, Atatürk, Bartın üniversiteleri ve İstanbul Üniversitesi Cerrahpaşa 351-400 bandında, Anadolu, Ege, Erciyes, Gazi, Gebze Teknik, İstanbul, İstinye, Necmettin Erbakan, TOBB Ekonomi ve Teknoloji ile Yaşar üniversiteleri 401-500 bandında yer buldu."
eğitim,Milli Eğitim Bakanı Yusuf Tekin'den 1381 engelli öğretmen atamasına ilişkin paylaşım,https://www.haberturk.com/milli-egitim-bakani-yusuf-tekin-den-1381-engelli-ogretmen-atamasina-iliskin-paylasim-3786540,"Bakan Tekin, Cumhurbaşkanı Recep Tayyip Erdoğan'ın Kabine Toplantısı'nın ardından millete sesleniş konuşmasında açıkladığı 1381 engelli öğretmen atamasına ilişkin sosyal medya hesabından paylaşımda bulundu. Cumhurbaşkanı Erdoğan'ın bu müjdesini milletle paylaşmaktan büyük memnuniyet duyduklarını belirten Tekin, şunları kaydetti: ""Çarşamba günü 1381 engelli öğretmenimizi eğitim ailemizin bir parçası olarak aramıza katıyoruz. Azimleriyle, inançlarıyla ve güçlü duruşlarıyla geleceğimize ışık tutacak kıymetli öğretmenlerimize şimdiden başarılar diliyorum. Maarif ailemize hayırlı, uğurlu olsun."""
eğitim,Binlerce öğrenci bursluluk sınavına girecek,https://www.haberturk.com/binlerce-ogrenci-bursluluk-sinavina-girecek-3785960,"İstanbul İl Milli Eğitim Müdürlüğü'nden yapılan açıklamaya göre, kentte bugün Adalar hariç 38 ilçede, 210 okul ve 4 bin 508 salonda İlköğretim ve Ortaöğretim Kurumları Bursluluk Sınavı gerçekleştirilecek. Sınava, 10 bin 486 görevli öğretmen ve okul yöneticisi eşliğinde 84 bin 626 öğrenci katılacak. Saat 10.00’da başlayacak sınavın süresi 100 dakika olarak belirlendi. İl Milli Eğitim Müdürlüğünce, sınav sürecinin sağlıklı ve güvenli şekilde yürütülmesi amacıyla tüm önlemler alındı, sınav merkezlerinde gerekli hazırlıklar tamamlandı. Açıklamada görüşlerine yer verilen İl Milli Eğitim Müdürü Murat Mücahit Yentür, tüm öğrencilere başarı, görevli yönetici ve öğretmenlere de kolaylık diledi. *Haberin görseli AA tarafından servis edilmiştir."
eğitim,"İTÜ, Asya'nın en iyi 100 üniversitesi arasında yer aldı",https://www.haberturk.com/itu-asya-nin-en-iyi-100-universitesi-arasinda-yer-aldi-3785725,"Üniversiteden yapılan açıklamaya göre, dünyanın önde gelen yükseköğretim derecelendirme kuruluşları arasında yer alan THE'nin 2025 yılına ilişkin Asya üniversiteleri sıralamasında, araştırma kalitesi, araştırma çevresi, öğretim, sanayiyle işbirliği ve uluslararası görünüm başlıkları altında değerlendirme yapıldı. Her bir başlık altında yayın etkisi, akademik işbirlikleri, araştırma fonları, sanayi geliri gibi çeşitli göstergeler yer aldı. Sıralamada 97'nci olan İTÜ de araştırma kalitesi, araştırma çevresi, öğretim, endüstriyle işbirliği ve uluslararası görünüm performansıyla dikkati çekti."
eğitim,Kütahya'da okullar tatil edildi,https://www.haberturk.com/son-dakika-kutahya-da-okullar-tatil-edildi-3785565,"Afet ve Acil Durum Yönetimi Başkanlığı (AFAD) Deprem Dairesi verilerine göre; merkez üssü Kütahya'nın Simav ilçesi olan 4.6 büyüklüğünde bir deprem oldu. Kütahya Valisi Musa Işın, deprem nedeniyle herhangi bir olumsuzluğun olmadığını söyledi. Saha çalışmalarının devam ettiğini belirten Işın, Simav ilçesi ve köylerinde eğitime bir gün ara verildiğini kaydetti. Bu arada, deprem nedeniyle Pazarlar ilçesinde de eğitime ara verildiği öğrenildi."
eğitim,"Bakan Tekin vatandaşları ""Dijital Dünyada Çocuk Hakları Sözleşmesi""ni imzalamaya davet etti",https://www.haberturk.com/bakan-tekin-vatandaslari-dijital-dunyada-cocuk-haklari-sozlesmesini-imzalamaya-davet-etti-3784720,"Milli Eğitim Bakanı Yusuf Tekin, sosyal medya hesabından ""23 Nisan'da önemli bir gündemimiz var"" başlığıyla paylaşımda bulundu. Çocukların haklarının korunması gereken en önemli alanlardan birisinin dijital dünya olduğunu belirten Tekin, şunları ifade etti: ""Dijital dünyanın faydaları kadar risklerini de yetişkinler olarak yönetmek zorundayız. Bu anlayışla Türkiye'nin öncülüğünde, alanında uzman hukukçular, psikologlar, hekimler, öğretmenler ve elbette çocuklarımızın katılımıyla dünyada ilk kez 'Dijital Dünyada Çocuk Hakları Sözleşmesi' hazırlandı. Bugün, tüm dünya çocuklarının üstün yararı için her yetişkini bu sözleşmeyi imzalamaya davet ediyorum."""
eğitim,"MEB, öğretmen alımı için kontenjan dağılımını açıkladı",https://www.haberturk.com/son-dakika-meb-ogretmen-alimi-icin-kontenjan-dagilimini-acikladi-3783751,"Milli Eğitim Bakanlığı, 15 bin yeni öğretmen alımına ilişkin branş ve kontenjan dağılımı yapıldığını duyurdu. Bu kapsamda en fazla atama yapılacak ilk 5 branş sırasıyla 4 bin 378 kontenjanla sınıf öğretmenliği, 3 bin 87 kontenjanla özel eğitim öğretmenliği, bin 802 kontenjanla din kültürü ve ahlak bilgisi öğretmenliği, bin 321 kontenjanla okul öncesi öğretmenliği ve 757 kontenjanla İngilizce öğretmenliği oldu. MEB, alanlar itibarıyla Türkiye geneli doluluk oranı dikkate alınarak alan kontenjanların belirlendiğini bildirdi. Millî Eğitim Bakanlığınca yapılacak 2025 yılı 15 bin sözleşmeli öğretmen ataması için başvurular, 21 Nisan - 5 Mayıs 2025 tarihleri arasında alınacak. Sözlü sınava katılmaya hak kazanan adaylar, 7 Mayıs 2025 tarihinde www.meb.gov.tr adresinden ilan edilecek."
eğitim,MSÜ aday tercih işlemleri uzatıldı,https://www.haberturk.com/msu-aday-tercih-islemleri-uzatildi-3783749,"Milli Savunma Bakanlığı'nın sosyal medya hesabından yapılan paylaşımda, ""Milli Savunma Üniversitesine bağlı Harp Okulları ile Astsubay Meslek Yüksekokulları aday tercih işlemleri (2025-MSÜ) 21 Nisan 2025 saat 23.59'a kadar uzatılmıştır. Tercih işlemleri 'https://personeltemin.msb.gov.tr' internet adresinden yapılacaktır."" bilgisine yer verildi."
eğitim,Yükseköğretim kurumları hakkında Cumhurbaşkanı kararı Resmi Gazete'de,https://www.haberturk.com/yuksekogretim-kurumlari-hakkinda-cumhurbaskani-karari-resmi-gazete-de-3783203,"Cumhurbaşkanı Recep Tayyip Erdoğan'ın imzasıyla yayımlanan karara göre, Sağlık Bilimleri Üniversitesine bağlı İbni Sina Tıp Fakültesinin adı Buhara İbni Sina Tıp Fakültesi, Muş Alparslan Üniversitesine bağlı İslami İlimler Fakültesinin adı İlahiyat Fakültesi, Zonguldak Bülent Ecevit Üniversitesine bağlı İnsan ve Toplum Bilimleri Fakültesinin adı Teoman Duralı İnsan ve Toplum Bilimleri Fakültesi, İstanbul Ticaret Üniversitesine bağlı Finans Enstitüsünün adı Ticaret ve Finans Enstitüsü olarak değiştirildi. Sağlık Bilimleri Üniversitesi Rektörlüğüne bağlı olarak Özbekistan'da, Semerkant Tıp Fakültesi, Buhara İbni Sina Diş Hekimliği Fakültesi ve Buhara İbni Sina Sağlık Bilimleri Fakültesi, Bosna Hersek'te ise Saraybosna Uluslararası Tıp Fakültesi ile Saraybosna Uluslararası Diş Hekimliği Fakültesi kurulması kararlaştırıldı. Kararda, Bitlis Eren Üniversitesine Rektörlüğüne bağlı Beden Eğitimi ve Spor Yüksekokulunun kapatılarak yerine Spor Bilimleri Fakültesi kurulması yer aldı. Ayrıca, Sağlık Bilimleri Üniversitesi Rektörlüğü bünyesinde bulunan Trabzon Tıp Fakültesinin Trabzon Üniversitesi Rektörlüğüne bağlanmasına, fakülte adının Tıp Fakültesi olarak değiştirilmesine karar verildi."
eğitim,"İTÜ'den QS sıralamasında ""Mühendislik ve Teknoloji"" alanında büyük başarı",https://www.haberturk.com/itu-den-qs-siralamasinda-muhendislik-ve-teknoloji-alaninda-buyuk-basari-3782967,"İstanbul Teknik Üniversitesi (İTÜ) Rektörü Prof. Dr. Mandal, Türkiye’deki üniversitelerin rollerinin hem bilim hem de yeni oluşan teknoloji diplomasisi kapsamında tüm dünyaya açıldığını, bu durumun hızla artmaya devam ettiğini söyledi. Bu bağlamda Türkiye'nin yanı sıra üretilen bilgi ve onu üreten kurumların görünürlüğünün oldukça kıymetli olduğunu dile getiren Mandal, geçmişte üniversitelerin rollerinin yalnızca insan yetiştirmek olduğunu anlattı. Prof. Dr. Mandal, araştırma ve teknolojik işbirliklerinde üniversitelerin rolünün çok kritik olduğuna dikkati çekerek, ""Bu anlamda değişik kurumlar üniversiteleri sıralandırıyor. Bu yeni bir şey değil, uzun yıllardır var. Ancak yakın zamanda dünya üniversite sıralamalarının yanında alan bazlı sıralamalar da çok daha fazla ön plana çıkmaya başladı"" dedi. Üniversitelerinin 250 yılı aşkın geçmişiyle birlikte mühendislik ve mimarlık eğitiminde ilk akla gelen kurum olduğunu vurgulayan Mandal, dünyada yapılan sıralama sistemlerini kendilerini yıllık olarak değerlendirme ve geleceğe yönelik yeni hedefler belirlemede araç olarak kullandıklarının altını çizdi."
eğitim,İstanbul'da t-MBA eğitim zirvesi,https://www.haberturk.com/istanbul-da-t-mba-egitim-zirvesi-3782874,"Doğa Koleji'nin düzenlediği 18'inci t-MBA Zirvesi, bu yıl İstanbul Lütfi Kırdar Uluslararası Kongre ve Sergi Sarayı'nda yapıldı. Etkinlikte, eğitim, teknoloji ve iş dünyasının temsilcileri vardı. Zirvede, gençlerin fikirleriyle geleceğe yön verme vizyonu ele alındı. Yapay zekadan sürdürülebilirliğe, dijital ekonomiden geleceğin liderlik becerilerine kadar pek çok alanda gençler fikir alışverişi yapma fırsatı yakaladı. Zirvede ayrıca, öğrencilerin geliştirdiği yenilikçi iş projeleri, İstanbul Bilgi Üniversitesi akademisyenleri ve iş dünyasının liderlerinden oluşan jüri tarafından değerlendirilecek. Doğa Koleji Yönetim Kurulu Başkanı Mehmet Can da t-MBA Zirvesi'nde konuşma yaptı. Gençlerin iş dünyası temsilcileri ile bir araya gelme imkanı yakaladığını vurgulayan Mehmet Can, ""Gençler bugün iş insanlarını dinlediler. Onlardan katma değer aldılar ama farketmiş olduğumuz şey aslında iş dünyasının gençlerden daha fazla bilgi aldığını gördük. Bugün gördüğümüz en önemli şeylerden biri, teknolojinin gelişmesiyle yapay zekaya, geleceğe yön verebilecek kişilerin gençler olduğu. Gençler teknoloji ve özgüvenle geliyorlar"" diye konuştu."
eğitim,Üniversitelerde yapay zeka ağı genişliyor,https://www.haberturk.com/universitelerde-yapay-zeka-agi-genisliyor-3781890,"Anadolu Ajansının (AA) ""Global İletişim Ortağı"" olarak yer aldığı ve Cumhurbaşkanı Recep Tayyip Erdoğan'ın himayesinde, Dışişleri Bakanı Hakan Fidan'ın ev sahipliğinde düzenlenen Antalya Diplomasi Forumu 2025 devam ediyor. Foruma katılan YÖK Başkanı Özvar, yapay zekanın yalnızca Türkiye’ye değil, tüm dünya toplumlarına çok hızlı bir şekilde giriş yapan önemli gelişmelerden biri olduğunu ve YÖK olarak bu alanda önemli adımlar attıklarını söyledi. Türkiye'nin yapay zeka alanında en hızlı hareket eden ülkelerin başında geldiğini aktaran Özvar, şunları ifade etti: ""2021 yılında büyük veri projesiyle bütün üniversitelere bir stratejik plan açıkladık. Bu plan dahilinde üniversitelerimiz aslında yapay zekanın en önemli altlığını teşkil eden büyük veri projesine başladılar. Akabinde, ikinci adımda yaptığımız önemli faaliyetlerin başında gerek ön lisans gerekse lisans düzeyinde üniversitelerimizde yapay zeka temelli programlar açmak olmuştu. Bu açıdan Yükseköğretim Kurulunun ortaya koyduğu perspektifin sadece Türkiye'de değil, Avrupa'da ve dünyada da takdirle izlendiğini söyleyebilirim. Zira bildiğiniz üzere yapay zeka aslında çok hızlı gelişen ama uzmanı az bir alandır. Bu sebeple bizim ilk yapmaya çalıştığımız şey, lisans ve ön lisans düzeyinde gerek yapay zekayı inşa edecek gerekse onu iyi kullanacak nesilleri yetiştirmektir."""
